Marca_de_Tiempo,FEM_Real_Pico_(V),Velocidad_Max_(m/s),Posicion_Max_(m),Frec_Dominante_FFT_(Hz),Amplitud_Max_FFT
17:44:41.601,0.38257768492391436,0.13578368734186164,0.003920498895760322,13.671875,0.12800993580057313
17:44:41.741,0.8,0.2839343593578717,0.029703125735273905,3.90625,0.2360161875873046
17:44:41.882,0.8,0.2839343593578717,0.028913686270075706,5.859375,0.2060544709509047
17:44:42.023,0.8,0.2839343593578717,0.03402231415312377,3.90625,0.25430874308387297
17:44:42.164,0.8,0.2839343593578717,0.026742059906786773,15.625,0.27224421603804555
17:44:42.304,0.8,0.2839343593578717,0.03628071256382523,5.859375,0.25839374697581163
17:44:42.445,0.8,0.2839343593578717,0.024216872081693576,5.859375,0.2861669496903281
17:44:42.586,0.5521932667215705,0.19598330178539938,0.0086487874879093,15.625,0.2482411789999114
17:44:42.727,0.8,0.2839343593578717,0.014888915753438257,5.859375,0.29707526160077247
17:44:42.867,0.8,0.2839343593578717,0.019750886484927378,3.90625,0.20889455290767744
17:44:43.008,0.5389456233468113,0.1912814753671321,0.0033171274612290714,13.671875,0.14223264950015768
17:44:43.149,0.34070301452548996,0.12092161520073831,0.00546125239262559,15.625,0.1085522029062478
17:44:43.290,0.8,0.2839343593578717,0.010686547361992562,11.71875,0.19786427981430119
17:44:43.431,0.3403971067639303,0.12081304304536201,0.004527153515459534,15.625,0.10731950336165191
17:44:43.571,0.8,0.2839343593578717,0.026302914298418984,5.859375,0.23634708421399103
17:44:43.712,0.3647677061124962,0.12946260618686503,0.006837977698169002,15.625,0.13717717293451992
17:44:43.853,0.8,0.2839343593578717,0.032563559548063684,5.859375,0.3227952974652856
17:44:43.993,0.5087398743073968,0.1805609128640936,0.007307122247062574,15.625,0.1659076993811847
17:44:44.134,0.8,0.2839343593578717,0.038217763881728845,7.8125,0.2968247928608713
17:44:44.275,0.3738461085841433,0.1326846941740901,0.005928744046203418,7.8125,0.1176704579547611
17:44:44.416,0.8,0.2839343593578717,0.020841056180954998,3.90625,0.17893693188548931
17:44:44.556,0.35674643031930187,0.12661571143239825,0.0031141141680659816,7.8125,0.09871760790488632
17:44:44.697,0.8,0.2839343593578717,0.016461685844670518,11.71875,0.1567801633289898
17:44:44.838,0.4101012280072732,0.145552286807652,0.006915263159542895,9.765625,0.15632723930880915
17:44:44.979,0.8,0.2839343593578717,0.016721619734751076,3.90625,0.32286360524618996
17:44:45.120,0.8,0.2839343593578717,0.02632666100431137,3.90625,0.4526211378225981
17:44:45.260,0.8,0.2839343593578717,0.019863318351822888,3.90625,0.3997037030940211
17:44:45.401,0.8,0.2839343593578717,0.04173771288017401,7.8125,0.35854867004416424
17:44:45.542,0.8,0.2839343593578717,0.020241561717260548,7.8125,0.25038176605248813
17:44:45.683,0.8,0.2839343593578717,0.019431710282687427,3.90625,0.22608102652590542
17:44:45.823,0.42745398921428535,0.1517110932281559,0.0038599331811360865,7.8125,0.18582703346504414
17:44:45.964,0.8,0.2839343593578717,0.023107085724100314,5.859375,0.2621191911515694
17:44:46.105,0.43903538733856595,0.15582153929926348,0.00655114691217884,5.859375,0.14753450079373923
17:44:46.246,0.8,0.2839343593578717,0.02605112266980221,5.859375,0.2819072494142203
17:44:46.386,0.34259245887341644,0.12159221291382688,0.004212966239286493,5.859375,0.09658041919320236
17:44:46.527,0.8,0.2839343593578717,0.025299160299908075,3.90625,0.19550279391088643
17:44:46.668,0.8,0.2839343593578717,0.021098345996494534,7.8125,0.23475056464707428
17:44:46.809,0.3173960326446942,0.11264954898962673,0.004578577488555462,7.8125,0.10957698073994243
17:44:46.949,0.8,0.2839343593578717,0.01240770614339775,7.8125,0.17533266937895678
17:44:47.090,0.8,0.2839343593578717,0.018985350833372328,11.71875,0.19025945070161726
17:44:47.231,0.45550935453693286,0.1616684459524521,0.0068923939077522025,15.625,0.15823366787067966
17:44:47.372,0.8,0.2839343593578717,0.018366960517265652,5.859375,0.34218038902304654
17:44:47.512,0.8,0.2839343593578717,0.03146780267089358,5.859375,0.264299984110759
17:44:47.653,0.8,0.2839343593578717,0.023931858901706245,3.90625,0.3729631157815603
17:44:47.794,0.8,0.2839343593578717,0.03569218133395351,3.90625,0.2677722630484554
17:44:47.935,0.8,0.2839343593578717,0.022346369567743423,3.90625,0.27315473116794126
17:44:48.075,0.6702139218108062,0.23787095065259747,0.005911153444288398,15.625,0.20167131631754118
17:44:48.216,0.666954033850472,0.23671395790310257,0.005049922382378598,7.8125,0.17714572976225995
17:44:48.357,0.8,0.2839343593578717,0.02358472939867052,3.90625,0.26918363675707696
17:44:48.498,0.5815028284677219,0.20638579133221624,0.009168091784470865,7.8125,0.25553573292185416
17:44:48.639,0.8,0.2839343593578717,0.018748882483166533,5.859375,0.17874860643883317
17:44:48.779,0.8,0.2839343593578717,0.021290267285766544,9.765625,0.27266775720041425
17:44:48.920,0.8,0.2839343593578717,0.015238919032369071,9.765625,0.27504937599819623
17:44:49.062,0.8,0.2839343593578717,0.027625502217740842,9.765625,0.22347314160574283
17:44:49.202,0.8,0.2839343593578717,0.023339775519651003,3.90625,0.32171858941921744
17:44:49.342,0.8,0.2839343593578717,0.013153271424399957,15.625,0.21818293966162897
17:44:49.483,0.40917011855273333,0.14522181934956843,0.006726501081980042,7.8125,0.1392557210076767
17:44:49.624,0.4535535608022126,0.16097429965107218,0.00816030254264438,7.8125,0.19316219220143876
17:44:49.765,0.8,0.2839343593578717,0.027154527435938387,5.859375,0.2957931218836819
17:44:49.905,0.8,0.2839343593578717,0.03437009742053974,5.859375,0.3491379728552337
17:44:50.046,0.8,0.2839343593578717,0.020330851281231868,7.8125,0.2554153146867226
17:44:50.187,0.8,0.2839343593578717,0.01641820251159244,11.71875,0.18849252758189908
17:44:50.328,0.3872862162948379,0.13745482963976116,0.005560353148824115,7.8125,0.12412468431580259
17:44:50.468,0.8,0.2839343593578717,0.03770632508215506,5.859375,0.3188858653333002
17:44:50.609,0.3633218279673788,0.12894943808081072,0.005795604490462245,9.765625,0.12401218162381573
17:44:50.750,0.8,0.2839343593578717,0.02202900890285576,3.90625,0.27632684791274276
17:44:50.891,0.8,0.2839343593578717,0.027468759090110772,7.8125,0.19590445890771196
17:44:51.032,0.44322128299910674,0.15730718880265665,0.007533736850916171,7.8125,0.1755429492049669
17:44:51.172,0.8,0.2839343593578717,0.02595495080626254,3.90625,0.3969933920311321
17:44:51.313,0.4394000529505743,0.1559509656704203,0.007411980550230526,5.859375,0.15408067444570922
17:44:51.454,0.45799481392423835,0.16255058010100784,0.010460927099222105,7.8125,0.12817046140374921
17:44:51.595,0.43954646073435116,0.1560029284207849,0.003922859071886492,7.8125,0.0940574706260316
17:44:51.735,0.5034057242890282,0.17866772727886326,0.006152172520235611,7.8125,0.1685595203903777
17:44:51.876,0.4198914928142413,0.14902702751504,0.0054599471645164,7.8125,0.1742545138067386
17:44:52.017,0.8,0.2839343593578717,0.020335845732256594,5.859375,0.2747578245828596
17:44:52.158,0.42963553907051677,0.1524853644292013,0.0071039118042064316,7.8125,0.1661257680292341
17:44:52.298,0.8,0.2839343593578717,0.024694674062330533,5.859375,0.2546662117295281
17:44:52.439,0.8,0.2839343593578717,0.024150861176511017,3.90625,0.3190691942243899
17:44:52.580,0.8,0.2839343593578717,0.018693083959417926,5.859375,0.21958856129608983
17:44:52.721,0.8,0.2839343593578717,0.01978718591153665,3.90625,0.355419608023001
17:44:52.861,0.8,0.2839343593578717,0.01811560440737794,3.90625,0.16849341235515716
17:44:53.002,0.8,0.2839343593578717,0.03309108201787411,5.859375,0.2566067014532761
17:44:53.143,0.36314040666256164,0.12888504840336432,0.006651093805256555,15.625,0.14087745806479254
17:44:53.284,0.368497711950022,0.1307864522092138,0.009126588771582091,3.90625,0.13683809898957452
17:44:53.426,0.8,0.2839343593578717,0.026604828069641605,5.859375,0.258300978075511
17:44:53.565,0.8,0.2839343593578717,0.032258323468218934,5.859375,0.329150072546928
17:44:53.706,0.8,0.2839343593578717,0.01810509434183149,3.90625,0.3554019562075055
17:44:53.847,0.3783846416149464,0.1342955010097471,0.006089816562320296,15.625,0.13138183567816902
17:44:53.987,0.36486297931787665,0.12949642035753212,0.005841374071660313,7.8125,0.1303666652328984
17:44:54.128,0.8,0.2839343593578717,0.016841638587269687,3.90625,0.23168435331654086
17:44:54.269,0.8,0.2839343593578717,0.029884405405497486,5.859375,0.32907068138464995
17:44:54.410,0.8,0.2839343593578717,0.050789195122877946,5.859375,0.292971696080388
17:44:54.551,0.8,0.2839343593578717,0.022337160640007403,3.90625,0.2993798742863624
17:44:54.692,0.8,0.2839343593578717,0.03460306799636551,11.71875,0.28739627855047806
17:44:54.832,0.5470195130899561,0.19414704375681452,0.005441966814947882,15.625,0.2015884851703145
17:44:54.973,0.5307871960945754,0.18838590309809286,0.006227594737808626,15.625,0.21420237063297598
17:44:55.114,0.8,0.2839343593578717,0.0329505823051282,11.71875,0.2515934153292601
17:44:55.254,0.8,0.2839343593578717,0.023686594492085555,3.90625,0.4341266264870203
17:44:55.395,0.8,0.2839343593578717,0.03304848011465977,7.8125,0.3004572143368825
17:44:55.536,0.5586273424804336,0.19826687075871538,0.006853739679003167,15.625,0.19458681899763913
17:44:55.677,0.8,0.2839343593578717,0.02437186828341039,3.90625,0.40793457125463906
17:44:55.817,0.8,0.2839343593578717,0.01737079970324932,15.625,0.24886666516960745
17:44:55.958,0.8,0.2839343593578717,0.019896587528734536,3.90625,0.25188543597343016
17:44:56.099,0.8,0.2839343593578717,0.027173063784606145,7.8125,0.3040312480128779
17:44:56.240,0.8,0.2839343593578717,0.04649136102454534,15.625,0.30803687471223246
17:44:56.380,0.5641092601951139,0.20021250175167826,0.008265571554996909,15.625,0.23551788408612528
17:44:56.521,0.8,0.2839343593578717,0.045528735868959114,7.8125,0.26251703635009327
17:44:56.662,0.619528113744135,0.21988164760016454,0.00616326222639483,15.625,0.2205944633425359
17:44:56.803,0.5395402186965685,0.19149250792927022,0.006809368684569066,15.625,0.23381204354121968
17:44:56.944,0.8,0.2839343593578717,0.03374251366118711,5.859375,0.2707813759792001
17:44:57.084,0.6635609590500852,0.2355096947534761,0.006544576041937114,15.625,0.3209484423209006
17:44:57.225,0.6459489520425143,0.2292588773450999,0.007796328015472172,15.625,0.3020952362183499
17:44:57.366,0.5777143428983387,0.20504118980336702,0.009554746469541887,15.625,0.28766623092338595
17:44:57.506,0.8,0.2839343593578717,0.023256136943019444,3.90625,0.2654014449663716
17:44:57.647,0.5631360723998593,0.19986709993520263,0.009611665780526387,15.625,0.21574175660772682
17:44:57.788,0.8,0.2839343593578717,0.021879876950830286,7.8125,0.24842935751399556
17:44:57.929,0.5140530019656269,0.1824466372363763,0.005648555007304701,15.625,0.18761117288821735
17:44:58.070,0.8,0.2839343593578717,0.019944246301955532,5.859375,0.20728325735947423
17:44:58.210,0.8,0.2839343593578717,0.02930703297391519,3.90625,0.26666384037548796
17:44:58.351,0.8,0.2839343593578717,0.019006625991661558,15.625,0.2678602746928197
17:44:58.493,0.4886488262078465,0.1734302392753761,0.00849272929431385,15.625,0.2368240464750417
17:44:58.633,0.4899840274107935,0.1739041261480919,0.009077485380210946,15.625,0.22467958452923142
17:44:58.774,0.8,0.2839343593578717,0.0154531669811824,7.8125,0.24434515394564785
17:44:58.914,0.5885886531195338,0.20890067768600926,0.011735216153379453,15.625,0.18639459887677656
17:44:59.055,0.8,0.2839343593578717,0.03386467907146355,5.859375,0.27253702017122855
17:44:59.196,0.8,0.2839343593578717,0.04279056444003479,7.8125,0.28647530363379925
17:44:59.336,0.4748014665814366,0.16851556279497268,0.006887708254866431,15.625,0.11835656025164501
17:44:59.477,0.8,0.2839343593578717,0.017235060819737184,5.859375,0.20439982818138946
17:44:59.618,0.33271637252436304,0.11808701260072502,0.005049365287934288,15.625,0.1299713668805856
17:44:59.759,0.7646768449021175,0.2713975375913517,0.018095582146401133,5.859375,0.23134315477167053
17:44:59.899,0.8,0.2839343593578717,0.025439802922584992,3.90625,0.25354877132924447
17:45:00.040,0.8,0.2839343593578717,0.029030361399166878,3.90625,0.23327787919841597
17:45:00.181,0.8,0.2839343593578717,0.02193367677876657,3.90625,0.19696883724271025
17:45:00.322,0.8,0.2839343593578717,0.039073980304596405,3.90625,0.29409216435542224
17:45:00.462,0.8,0.2839343593578717,0.02533599314052817,5.859375,0.24538145191548064
17:45:00.603,0.3323174531099541,0.11794542894026798,0.00439371531129786,15.625,0.12037591499295101
17:45:00.744,0.38935136779229207,0.13818778897401943,0.006082146668966808,15.625,0.17989278407002282
17:45:00.885,0.3470718195597677,0.12318201842234186,0.0024353013074619135,15.625,0.14650042248440254
17:45:01.025,0.5371504593681424,0.19064433944935003,0.0070682611865804535,15.625,0.16895650383957317
17:45:01.166,0.8,0.2839343593578717,0.027751165185534197,7.8125,0.2603372267655998
17:45:01.307,0.49101627127133385,0.1742704880221464,0.00677429751663378,15.625,0.18758017132470134
17:45:01.448,0.8,0.2839343593578717,0.021725815310822953,3.90625,0.20024416452328975
17:45:01.589,0.5213585848490545,0.18503951973105362,0.006201086242651508,11.71875,0.2017051126257714
17:45:01.729,0.4948752735978299,0.17564011721381415,0.009088442358151436,15.625,0.21530275180134809
17:45:01.870,0.4752286878265964,0.16866719128315832,0.006369281211327269,15.625,0.20702740315170567
17:45:02.011,0.8,0.2839343593578717,0.017207871233231982,7.8125,0.21392406612391796
17:45:02.152,0.6707443037762273,0.23805919273205597,0.01049498953513363,7.8125,0.2261000559228425
17:45:02.292,0.8,0.2839343593578717,0.018859487716267463,15.625,0.21938605213315052
17:45:02.433,0.8,0.2839343593578717,0.03144782074021033,5.859375,0.3170211269807961
17:45:02.574,0.8,0.2839343593578717,0.01806305692294581,15.625,0.2301462963069514
